ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
49074.0,12375,12375,13.67%,36 months,debt_consolidation,22.42%,KS,MORTGAGE,2083.33,680-684,8,12226,0.0,3 years
88558.0,18000,18000,10.16%,36 months,debt_consolidation,16.71%,NY,MORTGAGE,6666.67,685-689,16,19850,1.0,6 years
31714.0,3300,3300,6.99%,36 months,other,20.04%,IL,RENT,3333.33,760-764,10,0,2.0,1 year
68991.0,21000,21000,18.49%,60 months,other,16.40%,TX,MORTGAGE,8833.33,700-704,11,29293,0.0,1 year
75034.0,24575,24575,16.29%,36 months,debt_consolidation,19.60%,GA,MORTGAGE,5250.0,695-699,8,20858,2.0,10+ years
4532.0,5000,4900,7.74%,36 months,other,14.40%,OH,RENT,5166.67,750-754,8,15489,1.0,10+ years
67649.0,20000,20000,16.29%,36 months,debt_consolidation,23.59%,MI,MORTGAGE,5833.33,680-684,14,12696,1.0,< 1 year
34983.0,13250,13250,6.62%,36 months,debt_consolidation,28.64%,IL,MORTGAGE,5750.0,750-754,12,7174,3.0,8 years
4168.0,10000,9975,8.59%,36 months,major_purchase,2.85%,PA,MORTGAGE,10167.0,790-794,9,16,3.0,10+ years
13020.0,20000,19950,10.75%,36 months,debt_consolidation,11.37%,NY,RENT,8416.67,740-744,10,12283,0.0,3 years
28402.0,10000,10000,8.49%,36 months,debt_consolidation,13.58%,FL,MORTGAGE,4166.67,715-719,8,8455,0.0,10+ years
82112.0,12000,12000,12.12%,36 months,debt_consolidation,14.66%,FL,MORTGAGE,5000.0,710-714,11,13235,2.0,2 years
74368.0,8000,7950,7.90%,36 months,home_improvement,12.54%,IL,MORTGAGE,3500.0,725-729,8,6834,2.0,5 years
5838.0,11000,10950,8.94%,36 months,credit_card,22.38%,AK,MORTGAGE,4200.0,760-764,6,8694,4.0,7 years
102519.0,7500,0,11.03%,36 months,credit_card,11.41%,AL,MORTGAGE,3750.0,685-689,15,5148,7.0,6 years
85220.0,4825,4825,10.16%,36 months,debt_consolidation,14.89%,UT,RENT,2400.0,705-709,14,6109,1.0,1 year
29422.0,7550,7550,16.89%,36 months,other,21.94%,AL,RENT,2880.0,670-674,2,1989,1.0,8 years
12751.0,8000,7827.03,14.35%,36 months,other,20.35%,NY,RENT,4000.0,675-679,7,2082,0.0,4 years
96028.0,6000,6000,14.09%,36 months,debt_consolidation,15.72%,KS,RENT,5083.33,670-674,11,10373,0.0,4 years
104202.0,8000,8000,15.57%,60 months,major_purchase,2.38%,IL,RENT,5291.67,700-704,4,1252,6.0,5 years
10096.0,3000,3000,14.59%,36 months,debt_consolidation,24.20%,IL,MORTGAGE,5000.0,665-669,6,5527,1.0,5 years
51445.0,8000,7997.79,16.29%,36 months,debt_consolidation,15.76%,NY,RENT,3750.0,665-669,8,7374,1.0,6 years
30184.0,8400,8400,5.99%,36 months,credit_card,8.70%,TX,OWN,3000.0,750-754,6,6215,0.0,2 years
48402.0,35000,35000,14.65%,36 months,medical,12.20%,MA,MORTGAGE,14166.67,720-724,7,103354,0.0,8 years
50781.0,15000,15000,7.90%,36 months,credit_card,21.54%,NY,OWN,5000.0,730-734,8,21555,0.0,2 years
8378.0,7500,7475,10.99%,36 months,home_improvement,7.51%,TX,MORTGAGE,7083.33,800-804,9,2245,7.0,8 years
16672.0,24000,23665.54,9.62%,60 months,debt_consolidation,17.41%,DC,RENT,7695.08,805-809,6,1502,0.0,9 years
65889.0,6000,6000,7.62%,36 months,debt_consolidation,9.33%,CA,RENT,8315.67,730-734,8,6239,0.0,2 years
18439.0,4500,4500,6.91%,36 months,major_purchase,0.58%,MD,MORTGAGE,65000.0,725-729,7,3015,4.0,7 years
79217.0,29000,29000,17.77%,36 months,debt_consolidation,15.70%,MA,RENT,7666.67,695-699,11,23319,0.0,2 years
83672.0,20000,20000,15.31%,36 months,debt_consolidation,27.35%,CA,RENT,5250.0,690-694,11,11343,1.0,6 years
97016.0,7000,7000,10.16%,36 months,debt_consolidation,10.76%,IL,MORTGAGE,4341.67,695-699,11,13638,0.0,7 years
16867.0,5000,4950,10.36%,36 months,other,0.51%,NJ,RENT,2916.67,715-719,2,165,2.0,3 years
73664.0,6000,6000,17.27%,36 months,debt_consolidation,6.91%,IL,MORTGAGE,4025.67,665-669,6,6652,2.0,5 years
42222.0,10000,10000,15.27%,36 months,wedding,4.02%,IL,RENT,4480.0,670-674,9,7614,2.0,1 year
24026.0,3200,3200,17.49%,36 months,other,1.37%,AR,RENT,2917.0,665-669,4,1427,1.0,< 1 year
68139.0,23000,23000,17.77%,36 months,debt_consolidation,25.84%,MD,MORTGAGE,6625.0,685-689,17,19870,1.0,3 years
101715.0,5000,1750.04,11.54%,36 months,other,10.36%,NY,RENT,3416.67,670-674,17,15301,7.0,1 year
32974.0,3000,3000,12.69%,36 months,debt_consolidation,3.12%,CA,RENT,2083.33,715-719,3,844,0.0,3 years
19091.0,12000,11975,10.74%,60 months,debt_consolidation,17.63%,VA,RENT,3500.0,715-719,11,18808,0.0,5 years
57072.0,20000,19975,13.99%,60 months,debt_consolidation,31.20%,NY,RENT,4166.67,720-724,9,8810,0.0,6 years
82788.0,1200,1200,15.80%,36 months,debt_consolidation,27.14%,MI,RENT,2166.67,665-669,9,9076,1.0,3 years
33093.0,8000,8000,6.62%,36 months,credit_card,4.90%,FL,MORTGAGE,3000.0,780-784,5,6084,1.0,
28534.0,10000,9975,16.49%,60 months,credit_card,17.70%,IL,MORTGAGE,5416.67,705-709,10,41329,0.0,10+ years
22444.0,11000,11000,13.06%,36 months,other,22.42%,NC,MORTGAGE,7916.67,690-694,9,34314,1.0,< 1 year
95117.0,18000,18000,16.29%,36 months,credit_card,17.62%,CA,MORTGAGE,5250.0,670-674,11,9379,1.0,5 years
30817.0,24000,23975,17.49%,60 months,small_business,8.96%,OR,RENT,5000.0,705-709,4,323,1.0,10+ years
84180.0,8000,7925,18.75%,60 months,other,9.92%,WA,MORTGAGE,5002.33,675-679,7,8421,1.0,10+ years
35299.0,6000,6000,11.71%,36 months,other,21.45%,MI,RENT,3100.0,685-689,18,10426,0.0,2 years
99867.0,35000,34950,17.27%,36 months,debt_consolidation,22.74%,CA,RENT,6750.0,675-679,15,24626,1.0,10+ years
16487.0,1000,750,10.36%,36 months,renewable_energy,0%,GA,MORTGAGE,1800.0,730-734,2,0,1.0,< 1 year
84283.0,10000,10000,15.31%,36 months,credit_card,27.71%,CA,RENT,3750.0,680-684,19,19385,1.0,3 years
83786.0,6000,6000,15.80%,36 months,medical,7.94%,NY,RENT,5000.0,670-674,7,14784,1.0,10+ years
85172.0,4000,4000,6.03%,36 months,car,13.03%,CA,RENT,2916.67,750-754,7,2860,0.0,5 years
41190.0,20000,20000,11.71%,60 months,debt_consolidation,10.98%,IL,MORTGAGE,5416.67,745-749,10,20836,0.0,10+ years
102580.0,3500,690.34,14.12%,36 months,medical,10.19%,IA,OTHER,3750.0,655-659,8,9771,4.0,10+ years
57127.0,24000,24000,19.99%,60 months,debt_consolidation,3.48%,AZ,RENT,8333.33,690-694,8,8224,1.0,5 years
70843.0,8000,8000,14.09%,36 months,debt_consolidation,14.31%,CA,RENT,3500.0,690-694,7,5074,2.0,4 years
73060.0,12000,12000,6.62%,36 months,credit_card,13.88%,MA,MORTGAGE,7125.0,775-779,15,20639,1.0,5 years
88845.0,17600,17600,8.90%,36 months,debt_consolidation,16.58%,CO,MORTGAGE,4166.67,750-754,8,235,1.0,8 years
1031.0,5000,512.46,12.92%,36 months,debt_consolidation,16.29%,CA,RENT,3333.0,665-669,11,14244,2.0,2 years
14556.0,8000,8000,18.67%,60 months,educational,5.56%,CA,RENT,2500.0,660-664,5,5770,2.0,6 years
8549.0,10000,9850,9.88%,36 months,debt_consolidation,17.04%,KY,MORTGAGE,4500.0,730-734,8,6948,2.0,4 years
61042.0,16800,16800,6.62%,36 months,debt_consolidation,3.87%,SC,OWN,16083.33,800-804,5,13470,1.0,8 years
70752.0,9950,9950,14.33%,36 months,debt_consolidation,4.19%,NJ,MORTGAGE,4800.0,685-689,9,5038,1.0,5 years
35935.0,5000,5000,9.91%,36 months,debt_consolidation,28.77%,OH,RENT,3166.67,750-754,3,0,1.0,
74613.0,6000,6000,13.11%,36 months,debt_consolidation,19.97%,PA,MORTGAGE,5833.33,685-689,6,5523,1.0,1 year
82673.0,35000,35000,7.90%,36 months,debt_consolidation,20.27%,VA,MORTGAGE,12083.33,770-774,15,35242,0.0,10+ years
56341.0,5600,5600,7.90%,36 months,debt_consolidation,16.54%,FL,RENT,1916.67,705-709,8,3373,0.0,5 years
32601.0,17000,17000,7.90%,36 months,small_business,6.43%,NJ,RENT,6250.0,795-799,4,1352,3.0,6 years
25674.0,15000,15000,12.99%,60 months,debt_consolidation,17.45%,NY,RENT,5666.67,715-719,13,10855,0.0,3 years
73376.0,3000,3000,11.14%,36 months,small_business,1.70%,NY,MORTGAGE,7750.0,685-689,7,874,0.0,10+ years
89741.0,12000,12000,17.77%,36 months,credit_card,9.86%,MA,RENT,3083.33,665-669,10,4390,0.0,4 years
88438.0,31075,31050,20.49%,36 months,credit_card,26.18%,MA,OWN,6000.0,660-664,20,27221,2.0,10+ years
77788.0,4750,4750,14.33%,60 months,debt_consolidation,23.48%,SC,RENT,1500.0,740-744,11,1687,3.0,< 1 year
36163.0,25000,25000,9.91%,36 months,debt_consolidation,15.38%,FL,RENT,5500.0,730-734,9,11395,0.0,3 years
27201.0,12000,12000,11.99%,60 months,home_improvement,4.30%,GA,MORTGAGE,3583.33,755-759,5,3942,2.0,2 years
60064.0,20000,20000,19.72%,36 months,debt_consolidation,13.74%,VA,MORTGAGE,7965.0,665-669,18,18809,1.0,7 years
39439.0,10000,10000,15.96%,36 months,debt_consolidation,13.09%,CA,RENT,4416.67,665-669,9,23870,1.0,10+ years
98321.0,9750,9750,20.49%,36 months,other,10.55%,WA,RENT,3033.33,660-664,13,8688,1.0,4 years
61683.0,10000,10000,14.09%,36 months,debt_consolidation,15.02%,RI,MORTGAGE,6000.0,685-689,13,8178,0.0,8 years
101987.0,3000,2057.84,10.46%,36 months,small_business,4.34%,IL,OWN,4350.0,680-684,3,8414,4.0,10+ years
81939.0,25000,25000,19.72%,60 months,debt_consolidation,1.31%,MN,MORTGAGE,5666.67,700-704,6,92,0.0,10+ years
9885.0,5000,5000,14.22%,36 months,other,18.73%,CA,MORTGAGE,8583.0,670-674,9,8097,1.0,1 year
19235.0,6500,6500,5.79%,36 months,credit_card,22.84%,TX,MORTGAGE,6400.0,730-734,11,7435,0.0,8 years
73893.0,8325,8325,15.31%,36 months,debt_consolidation,15.22%,NY,RENT,2916.67,670-674,13,7171,0.0,4 years
65788.0,20000,20000,15.31%,60 months,small_business,13.94%,FL,MORTGAGE,8333.33,710-714,15,22246,0.0,10+ years
70001.0,12000,12000,12.12%,36 months,credit_card,20.32%,AL,MORTGAGE,5166.67,710-714,9,10054,1.0,4 years
14243.0,9500,9475,10.38%,60 months,small_business,13.64%,NM,MORTGAGE,5000.0,755-759,10,46358,0.0,10+ years
16597.0,12000,11862.38,5.79%,60 months,debt_consolidation,22.13%,WI,MORTGAGE,4166.67,780-784,12,14464,1.0,10+ years
14355.0,7200,7200,11.49%,60 months,debt_consolidation,16.78%,CA,RENT,2944.0,715-719,11,5459,0.0,6 years
85461.0,8500,8500,10.16%,36 months,credit_card,11.23%,NV,MORTGAGE,6091.83,710-714,18,10568,0.0,3 years
76503.0,17475,17475,19.05%,60 months,debt_consolidation,22.95%,IL,MORTGAGE,4583.33,685-689,13,15852,3.0,10+ years
71743.0,10000,10000,12.12%,36 months,home_improvement,13.49%,TX,MORTGAGE,3113.83,690-694,9,6634,0.0,4 years
66429.0,18000,17975,22.47%,60 months,house,1.92%,FL,RENT,4583.33,660-664,6,4243,3.0,7 years
18916.0,4800,4775,5.42%,36 months,medical,20.17%,NH,MORTGAGE,7466.83,785-789,19,13461,2.0,4 years
40840.0,5000,5000,7.90%,36 months,wedding,16.44%,NC,MORTGAGE,2298.75,720-724,10,12346,0.0,10+ years
49985.0,20000,19925,12.12%,36 months,credit_card,10.32%,TX,RENT,3750.0,720-724,6,15762,0.0,2 years
91018.0,12300,12300,15.31%,36 months,debt_consolidation,19.26%,OH,MORTGAGE,5000.0,710-714,13,4460,2.0,10+ years
46016.0,28000,27950,22.78%,60 months,debt_consolidation,10.29%,LA,MORTGAGE,6125.0,675-679,11,18101,2.0,5 years
20772.0,1675,1675,11.11%,36 months,debt_consolidation,4.81%,CA,RENT,2080.0,690-694,4,1466,0.0,3 years
7006.0,7500,7500,17.04%,36 months,car,4.92%,CA,RENT,4000.0,685-689,3,8398,0.0,7 years
17832.0,9200,9200,12.61%,36 months,debt_consolidation,15.42%,WI,MORTGAGE,12833.33,675-679,12,17391,0.0,2 years
82746.0,8000,8000,15.80%,36 months,credit_card,10.76%,OK,MORTGAGE,4583.33,675-679,13,4084,3.0,2 years
28147.0,5000,5000,10.99%,36 months,moving,23.25%,NJ,RENT,2000.0,690-694,8,8339,0.0,< 1 year
46059.0,19125,19125,18.25%,60 months,other,15.69%,CA,OWN,3333.33,690-694,8,7858,0.0,5 years
29858.0,5075,5050,5.99%,36 months,debt_consolidation,20.10%,PA,MORTGAGE,5000.0,790-794,9,269,3.0,3 years
18553.0,7000,6975,9.62%,36 months,debt_consolidation,22.69%,IL,MORTGAGE,3275.0,710-714,8,14075,1.0,9 years
72582.0,5000,5000,12.12%,36 months,debt_consolidation,16.97%,WA,MORTGAGE,6800.0,675-679,16,25524,0.0,10+ years
30718.0,35000,33500,13.49%,60 months,small_business,10.63%,AZ,MORTGAGE,15583.33,760-764,10,9,1.0,6 years
50460.0,2225,2225,14.65%,36 months,credit_card,24.09%,.,MORTGAGE,3250.0,670-674,9,26854,1.0,
66149.0,4000,4000,10.16%,36 months,major_purchase,4.58%,IL,RENT,3168.0,715-719,5,6916,2.0,< 1 year
41523.0,16000,16000,7.90%,36 months,debt_consolidation,2.23%,CA,MORTGAGE,7083.33,740-744,11,3076,0.0,5 years
76858.0,15500,15500,17.77%,36 months,debt_consolidation,27.60%,VA,OWN,3333.33,675-679,10,8692,0.0,4 years
91738.0,16000,16000,13.11%,60 months,debt_consolidation,14.88%,OK,MORTGAGE,7916.67,695-699,9,22918,2.0,10+ years
21508.0,9000,9000,13.06%,60 months,debt_consolidation,5.74%,CA,RENT,3678.08,710-714,8,7556,2.0,4 years
29999.0,20000,18275,16.49%,60 months,wedding,24.58%,TX,MORTGAGE,6000.0,710-714,14,12231,3.0,3 years
17924.0,20000,19900,18.17%,60 months,credit_card,9.72%,CA,MORTGAGE,10000.0,685-689,8,106527,0.0,10+ years
46748.0,30000,30000,22.78%,60 months,debt_consolidation,24.71%,CA,RENT,6041.67,690-694,12,39144,0.0,1 year
25426.0,10000,10000,10.59%,36 months,debt_consolidation,7.43%,CA,RENT,3833.33,735-739,3,10187,0.0,10+ years
76810.0,14000,14000,19.05%,36 months,credit_card,31.02%,IL,MORTGAGE,5000.0,660-664,15,12728,3.0,7 years
101596.0,5000,4525,7.43%,36 months,other,1%,NY,NONE,,800-804,,,,< 1 year
48235.0,10000,10000,6.62%,36 months,debt_consolidation,19.05%,WA,MORTGAGE,5208.33,740-744,8,28302,0.0,10+ years
50533.0,25975,25975,13.11%,60 months,house,15.51%,WA,MORTGAGE,4583.33,735-739,6,3607,0.0,9 years
79478.0,10350,10350,14.09%,36 months,car,20.46%,NY,RENT,3333.33,690-694,10,10841,1.0,1 year
28663.0,4075,4075,5.42%,36 months,home_improvement,23.41%,NC,MORTGAGE,3750.0,770-774,6,34103,1.0,6 years
10761.0,14500,10168.89,10.75%,60 months,credit_card,14.26%,CA,MORTGAGE,3584.62,755-759,6,18555,0.0,10+ years
71249.0,.,12000,10.16%,36 months,debt_consolidation,27.48%,VA,MORTGAGE,5000.0,710-714,12,10490,0.0,7 years
97462.0,1000,1000,22.95%,36 months,other,19.78%,NY,RENT,884.9,665-669,4,5561,0.0,
74097.0,9950,9925,13.11%,36 months,debt_consolidation,24.21%,MI,MORTGAGE,2500.0,705-709,17,16618,1.0,10+ years
81822.0,7200,7200,6.03%,36 months,debt_consolidation,17.27%,NY,MORTGAGE,3416.67,790-794,14,4838,0.0,10+ years
38540.0,14750,14750,16.77%,60 months,debt_consolidation,17.32%,NM,MORTGAGE,2500.0,685-689,8,11003,1.0,8 years
20785.0,20000,20000,14.91%,36 months,debt_consolidation,19.43%,VA,MORTGAGE,6250.0,715-719,12,14308,1.0,5 years
32636.0,18400,18375,19.42%,60 months,debt_consolidation,22.53%,VA,MORTGAGE,7400.0,705-709,14,10439,2.0,10+ years
2834.0,7200,4167.97,14.11%,36 months,other,13.62%,PA,OWN,3583.0,700-704,3,1621,1.0,1 year
45427.0,18000,17994.17,13.99%,60 months,debt_consolidation,2.13%,PA,MORTGAGE,4364.58,725-729,9,1721,3.0,3 years
83841.0,8000,8000,12.12%,36 months,debt_consolidation,24.98%,MA,RENT,3166.67,690-694,10,5428,0.0,10+ years
38903.0,4000,4000,8.90%,36 months,small_business,13.16%,CA,MORTGAGE,5166.67,720-724,9,7171,2.0,3 years
90332.0,6000,6000,13.11%,36 months,debt_consolidation,18.10%,NY,RENT,3750.0,690-694,18,14468,3.0,7 years
8382.0,6250,6100,10.25%,36 months,debt_consolidation,18.04%,FL,MORTGAGE,2400.0,720-724,5,14863,0.0,10+ years
77035.0,5375,5375,14.09%,36 months,car,15.05%,TX,MORTGAGE,5416.67,685-689,13,4087,2.0,1 year
100469.0,8875,8875,15.31%,36 months,debt_consolidation,14.90%,SC,RENT,2302.0,665-669,8,10008,0.0,
39792.0,7000,7000,10.65%,36 months,debt_consolidation,7.38%,CA,RENT,3333.33,700-704,7,12168,0.0,< 1 year
80904.0,12000,12000,15.31%,36 months,debt_consolidation,21.83%,VA,RENT,6416.67,680-684,20,11583,2.0,2 years
60688.0,21250,21250,18.75%,36 months,credit_card,26.53%,LA,OWN,4500.0,670-674,15,25287,2.0,10+ years
68301.0,3600,3600,19.72%,60 months,car,22.22%,KS,MORTGAGE,3200.0,680-684,13,11702,0.0,< 1 year
82419.0,12000,12000,14.33%,36 months,debt_consolidation,28.20%,KY,MORTGAGE,3333.33,670-674,11,10727,0.0,10+ years
71540.0,10050,10050,14.33%,36 months,credit_card,16.48%,CA,RENT,2500.0,690-694,7,13337,2.0,< 1 year
67109.0,4025,4025,8.90%,36 months,credit_card,15.32%,CA,MORTGAGE,5000.0,700-704,12,15943,0.0,8 years
48352.0,5000,5000,6.62%,36 months,debt_consolidation,1.20%,GA,RENT,5000.0,780-784,8,531,1.0,2 years
22993.0,10000,10000,7.29%,36 months,home_improvement,7.94%,CA,MORTGAGE,5833.33,735-739,12,3181,0.0,8 years
102441.0,7500,-0.01,12.29%,36 months,educational,21.34%,CA,MORTGAGE,8750.0,685-689,14,20947,7.0,5 years
50602.0,10000,10000,6.03%,36 months,debt_consolidation,24.66%,OH,MORTGAGE,2940.25,755-759,8,5904,0.0,10+ years
52285.0,10000,10000,8.90%,36 months,credit_card,22.66%,MN,RENT,2083.33,715-719,8,12724,0.0,9 years
77559.0,18000,18000,7.90%,36 months,credit_card,18.36%,GA,RENT,5833.33,730-734,16,12522,0.0,< 1 year
98980.0,7000,7000,16.29%,36 months,credit_card,24.93%,TX,MORTGAGE,3833.33,680-684,20,18792,3.0,3 years
92488.0,22000,21975,22.47%,60 months,debt_consolidation,33.93%,WV,MORTGAGE,5083.33,670-674,14,31152,2.0,10+ years
53808.0,6000,6000,13.11%,36 months,debt_consolidation,12.40%,WA,RENT,1000.0,685-689,18,3622,2.0,1 year
32517.0,5600,5600,6.62%,36 months,wedding,7.23%,NC,MORTGAGE,5833.33,750-754,8,8125,1.0,2 years
82160.0,9500,9500,12.12%,36 months,debt_consolidation,24.06%,MO,MORTGAGE,2519.17,705-709,7,8673,1.0,10+ years
47059.0,12000,12000,13.11%,36 months,debt_consolidation,17.51%,SC,MORTGAGE,9666.67,680-684,12,17226,0.0,5 years
19661.0,7200,7200,10.37%,36 months,debt_consolidation,8.92%,FL,MORTGAGE,4416.67,675-679,10,4137,0.0,2 years
39468.0,8250,8086.75,15.96%,60 months,home_improvement,15.60%,NY,MORTGAGE,2917.0,695-699,13,4479,1.0,2 years
83422.0,30000,30000,22.47%,60 months,debt_consolidation,20.07%,NY,MORTGAGE,7916.67,690-694,9,4202,3.0,
55690.0,10075,10075,15.81%,60 months,debt_consolidation,23.80%,DE,MORTGAGE,6583.33,700-704,15,13259,1.0,1 year
66424.0,9050,9050,13.11%,36 months,credit_card,20.58%,MI,MORTGAGE,5166.67,700-704,.,7571,1.0,7 years
16158.0,10000,5334.01,6.91%,36 months,car,8.83%,TX,RENT,4166.67,730-734,5,6381,0.0,1 year
66360.0,10000,10000,8.90%,36 months,other,20.10%,MO,RENT,2870.42,715-719,11,18802,0.0,3 years
63941.0,8500,8500,15.80%,36 months,debt_consolidation,17.40%,MI,RENT,2500.0,690-694,6,6491,1.0,1 year
57456.0,16000,15975,14.65%,36 months,debt_consolidation,20.15%,NC,RENT,3666.67,675-679,15,6875,0.0,4 years
79611.0,2350,2350,14.09%,36 months,credit_card,11.18%,WA,MORTGAGE,1833.33,725-729,3,7463,1.0,
20467.0,10000,9924.07,7.29%,36 months,medical,4.70%,NY,RENT,6083.33,730-734,10,7337,1.0,3 years
76957.0,8000,8000,14.33%,36 months,credit_card,27.34%,CA,RENT,3500.0,685-689,19,16395,2.0,7 years
78827.0,6000,6000,13.11%,36 months,credit_card,16.75%,OH,MORTGAGE,4166.67,670-674,9,4500,0.0,< 1 year
65280.0,4000,4000,13.11%,36 months,credit_card,11.80%,NY,RENT,5416.67,685-689,12,6616,1.0,1 year
79531.0,11500,11500,11.14%,36 months,credit_card,18%,WA,RENT,2916.67,715-719,14,13851,1.0,5 years
42255.0,12000,12000,9.91%,36 months,wedding,4.10%,WA,RENT,12500.0,705-709,9,22889,0.0,9 years
28871.0,15250,13914.17,16.49%,60 months,debt_consolidation,20.57%,FL,RENT,2916.67,690-694,10,17931,0.0,< 1 year
73473.0,6000,6000,7.90%,36 months,wedding,20.75%,IL,RENT,3750.0,715-719,12,4318,0.0,10+ years
56778.0,18225,18225,16.29%,60 months,credit_card,22.61%,PA,RENT,3166.67,710-714,7,12233,2.0,4 years
10642.0,15000,15000,10.38%,36 months,debt_consolidation,16.87%,IL,MORTGAGE,6312.0,735-739,17,14339,2.0,2 years
15899.0,4000,3882.78,5.79%,36 months,moving,23.94%,OH,RENT,4666.67,760-764,7,2889,2.0,9 years
92357.0,27000,27000,12.12%,60 months,debt_consolidation,17.82%,TX,MORTGAGE,7083.33,715-719,13,25137,0.0,8 years
9468.0,15000,14925,13.85%,36 months,other,5.10%,NY,RENT,3000.0,705-709,4,5936,1.0,3 years
77964.0,4950,4950,10.16%,36 months,other,16.75%,CA,RENT,1403.33,725-729,4,2738,1.0,2 years
23437.0,21000,20925,10.00%,36 months,credit_card,14.08%,CA,RENT,6250.0,730-734,8,21102,0.0,2 years
57704.0,9000,9000,15.31%,36 months,credit_card,15.88%,NY,RENT,5000.0,675-679,7,4532,1.0,10+ years
86747.0,21000,21000,18.75%,60 months,debt_consolidation,31.71%,NM,MORTGAGE,9583.33,695-699,19,30589,1.0,10+ years
61261.0,8000,8000,19.05%,36 months,debt_consolidation,2.83%,NY,RENT,3333.33,660-664,4,2832,0.0,
15383.0,23000,21457.14,6.91%,60 months,debt_consolidation,12.39%,NH,MORTGAGE,4583.33,760-764,6,17695,2.0,4 years
56401.0,10000,10000,14.65%,36 months,debt_consolidation,16.68%,OH,MORTGAGE,8333.33,680-684,18,39461,2.0,4 years
16924.0,5000,4947.35,9.99%,60 months,credit_card,10.80%,CA,RENT,6400.0,730-734,8,5783,0.0,< 1 year
88301.0,5350,5350,10.16%,36 months,home_improvement,16.45%,NJ,MORTGAGE,11250.0,730-734,11,19184,3.0,8 years
40727.0,10000,10000,12.42%,36 months,credit_card,9.77%,CA,RENT,3500.0,705-709,9,10912,1.0,2 years
59413.0,24000,23975,10.16%,36 months,debt_consolidation,15.53%,OH,MORTGAGE,5416.67,720-724,11,17882,0.0,10+ years
71008.0,15475,15450,14.09%,36 months,debt_consolidation,26.98%,SC,MORTGAGE,3750.0,685-689,14,19670,0.0,10+ years
59890.0,25000,25000,21.00%,36 months,debt_consolidation,9.52%,NY,RENT,8333.33,670-674,11,8575,1.0,10+ years
42306.0,13000,12975,9.91%,36 months,credit_card,15.60%,CA,RENT,2333.33,730-734,12,4487,3.0,5 years
47168.0,7550,7550,7.62%,36 months,wedding,14.61%,AZ,MORTGAGE,2512.0,730-734,7,2814,0.0,5 years
77588.0,9600,9600,15.31%,36 months,credit_card,33.24%,AR,RENT,3166.67,685-689,8,14774,3.0,2 years
14407.0,15000,14950,15.21%,60 months,debt_consolidation,14.65%,CA,RENT,5416.67,700-704,11,9171,2.0,10+ years
102902.0,7000,6975,14.11%,36 months,debt_consolidation,21.67%,NJ,RENT,4166.67,675-679,7,60550,3.0,10+ years
71247.0,1000,1000,15.31%,36 months,debt_consolidation,29.45%,TX,MORTGAGE,2166.67,665-669,9,1748,0.0,6 years
80041.0,24000,24000,14.33%,36 months,credit_card,25.49%,GA,MORTGAGE,11208.33,725-729,23,19428,2.0,10+ years
78104.0,21000,21000,18.49%,60 months,debt_consolidation,21.73%,CO,RENT,16416.67,700-704,21,62549,1.0,1 year
59886.0,1000,1000,13.11%,36 months,debt_consolidation,30.71%,AZ,RENT,1833.33,670-674,7,6283,0.0,3 years
,16000,16000,9.63%,60 months,other,16.58%,SC,OWN,5000.0,780-784,6,2300,0.0,10+ years
40094.0,24400,24400,17.27%,60 months,small_business,15.98%,CA,RENT,6000.0,725-729,7,13879,1.0,3 years
75168.0,14675,14675,7.90%,36 months,debt_consolidation,17.40%,NY,MORTGAGE,3166.67,720-724,7,22549,0.0,10+ years
79248.0,12000,12000,19.05%,36 months,credit_card,19.61%,KS,MORTGAGE,4583.33,660-664,8,8970,0.0,10+ years
73010.0,8000,8000,13.11%,36 months,credit_card,21.35%,TX,OWN,3541.67,700-704,13,6885,2.0,
47048.0,12000,12000,13.11%,36 months,credit_card,8.05%,FL,MORTGAGE,3416.67,685-689,6,7708,0.0,4 years
10006.0,16800,10075,10.99%,60 months,debt_consolidation,13.42%,MN,MORTGAGE,5416.67,730-734,10,7258,3.0,3 years
75518.0,14500,14500,14.33%,36 months,debt_consolidation,17.97%,CA,RENT,3500.0,680-684,7,10846,0.0,6 years
2823.0,25000,3925,16.63%,36 months,debt_consolidation,18.46%,NJ,RENT,8000.0,680-684,11,39502,0.0,10+ years
