REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average Credit Card Transaction,Balance Transfer,Term Deposit,Life Insurance,Medical Insurance,Average A/C Balance,Personal Loan,Investment in Mutual Fund,Investment Tax Saving Bond,Home Loan,Online Purchase Amount,Revenue Grid,gender,region,Investment in Commudity,Investment in Equity,Investment in Derivative,Portfolio Balance
125,Zero,61-65,Widowed,Retired,Unknown,Own Home,"<10,000, >= 8,000",No,No,1978,HTV,SN15 2AR,SN15,24.49,131.48,0,57.47,10,110.44,0,0,9.49,0,0,2,Female,South West,44.69,19.99,31.23,34.74
126,Zero,55-60,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1968,Central,DE55 6BR,DE55,0,17.48,0,95.93,2.29,42.46,10.01,51.96,5.99,0,0,2,Female,East Midlands,23.14,18.4,34.77,78.8
127,Zero,51-55,Partner,Manual Worker,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1983,Meridian,TN35 5EU,TN35,0,0,0,0,0,0,0,19.48,2.49,0,0,2,Female,South East,0,3.66,3.66,-11.34
128,1,31-35,Partner,Professional,Professional,Own Home,">=35,000",No,No,1996,Tyne Tees,DL15 0JX,DL15,39.99,0,0.01,15.99,0,32.95,6.98,0.51,0,0,0,2,Female,North,11.2,6.74,9.41,7.76
129,Zero,55-60,Partner,Unknown,Other,Own Home,"<27,500, >=25,000",Yes,No,1973,Meridian,CT11 0LP,CT11,35.47,82.51,122.96,34.49,17.95,15.95,25.48,125.43,21.98,0,0,2,Male,South East,58.68,31.47,40.21,78.48
130,Zero,51-55,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1964,Tyne Tees,TS5 8LG,TS5,0,138.46,0,204.39,7.49,103.41,0,15.48,0,9.72,0,2,Female,North,70.07,21.44,55.13,158.63
131,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1998,Yorkshire,YO32 9QX,YO32,76.96,70.96,0,15.49,7.49,22.48,0,43.47,0,0,31.99,2,Female,Unknown,34.18,16.32,14.82,34.87
132,2,36-40,Partner,Professional,Secretarial/Admin,Own Home,"<17,500, >=15,000",No,No,1996,Ulster,BT19 6SF,BT19,35.48,0,0,10,27.47,11.99,38.47,79.91,29.49,0,0,2,Female,Northern Ireland,14.59,26.64,32.89,57.28
133,Zero,65-70,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"< 4,000",No,No,1961,Yorkshire,WF7 6AA,WF7,0,29.99,0,22.49,0,0,0,0,0,0,0,2,Female,Unknown,10.5,0,3.75,3.99
134,Zero,26-30,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1997,Carlton,RH7 6TA,RH7,0,0,0,0,27.97,0,0,0,0,0,0,2,Male,South East,5.59,0,4.66,20.14
135,Zero,26-30,Divorced/Separated,Business Manager,Manual Worker,Own Home,">=35,000",No,No,1992,Yorkshire,DN15 8DX,DN15,0,0,0,24.49,0.01,0,0,0,19.99,0,0,2,Male,Unknown,4.9,3.33,7.42,40.99
138,Zero,26-30,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<12,500, >=10,000",No,No,1975,Central,B73 5DL,B73,0,84.95,0,52.98,0,18.98,0,19.48,0,0,4.99,2,Female,West Midlands,27.59,7.24,15.24,62.67
139,Zero,31-35,Partner,Unknown,Unknown,Own Home,">=35,000",Yes,Yes,1998,Carlton,RH10 1JR,RH10,75.42,0,0,123.93,88.3,49.47,40.97,39.47,0,0,0,2,Female,South East,57.53,21.65,57.02,163.41
140,Zero,26-30,Partner,Business Manager,Unknown,Own Home,">=35,000",No,Yes,1997,Carlton,RM17 5EN,RM17,0,0,0,0,0,0,0,0,0,0,0,2,Female,South East,0,0,0,37.44
141,Zero,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1995,Carlton,WA1 1JZ,WA1,0,64.99,39.49,30.01,0,41.97,39.98,138.9,0,0,0,2,Female,North West,26.9,36.81,41.81,88.03
142,2,41-45,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,Yes,1984,Carlton,TN16 3TL,TN16,0,44.96,0,0,70.42,24.49,0,61.45,0,0,419.98,1,Female,South East,23.08,84.32,26.06,103.48
143,Zero,61-65,Divorced/Separated,Retired,Unknown,Rent Privately,"< 4,000",No,No,1997,Granada,WA11 9PS,WA11,67.46,0,24.49,0,0,0,0,0,0,0,18.49,2,Female,North West,18.39,3.08,0,-2.71
144,Zero,61-65,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1989,Central,DY13 9NG,DY13,0,275.91,93.96,172.38,21.97,37.99,0,91.45,0,0,0,2,Female,West Midlands,112.84,21.57,53.97,237.46
145,3,36-40,Partner,Unknown,Unknown,Own Home,"<22,500, >=20,000",No,No,1987,Carlton,SM6 9RH,SM6,0,0,0,0,9.49,0,0,55.45,0,0,0,2,Female,South East,1.9,9.24,10.82,31.22
146,Zero,55-60,Partner,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1962,Granada,WN5 7BB,WN5,0,49.48,20.99,0,0,8.48,0,0,0,0,0,2,Female,North West,14.09,1.41,1.41,20.47
147,Zero,26-30,Partner,Housewife,Professional,Own Home,"<25,000, >=22,500",No,No,1990,Anglia,CO5 8NE,CO5,21.98,0,0,0,11.24,0,0,0,0,0,0.5,2,Female,South East,6.64,0.08,1.87,-11.4
149,Zero,55-60,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<15,000, >=12,500",No,No,1981,Meridian,CT6 7EH,CT6,72.97,0,26.47,0,7.5,6.98,0,0.02,0,0,0,2,Female,South East,21.39,1.17,2.42,-4.8
150,Zero,41-45,Partner,Unknown,Unknown,Own Home,"<27,500, >=25,000",Yes,No,1992,TV South West,TR13 8NT,TR13,0,0,0,14.98,0,11.99,4.49,39.46,1.35,5.97,0,2,Female,South West,3,10.54,12.05,42.52
151,1,61-65,Partner,Retired,Retired,Own Home,">=35,000",No,No,1969,Anglia,NR35 1JF,NR35,25.98,43.99,0,47.47,0,29.99,14.99,0,0,3.49,7.48,2,Female,East Anglia,23.49,9.33,15.41,59.74
152,2,36-40,Partner,Professional,Business Manager,Own Home,"<27,500, >=25,000",No,Yes,1987,Central,B75 5NR,B75,0,0.01,94.97,54.98,19.46,49.98,86.93,45.47,14.49,13.94,81.93,2,Female,West Midlands,33.88,48.79,45.22,126.59
153,1,36-40,Partner,Other,Professional,Own Home,"<25,000, >=22,500",Yes,Yes,1990,Yorkshire,S62 7UF,S62,338.39,79.46,24.95,72.42,111.87,45.91,171.25,85.88,43.93,4.99,130.42,1,Female,Unknown,125.42,80.4,88.54,323.15
154,Zero,41-45,Partner,Unknown,Unknown,Own Home,"<17,500, >=15,000",No,Yes,1982,Border,CA13 9AG,CA13,19.48,39.99,67.97,152.43,0,79.93,0,44.46,0,0,0,2,Female,North,55.97,20.73,46.14,108.74
155,Zero,65-70,Partner,Housewife,Retired,Own Home,"<12,500, >=10,000",No,No,1954,Yorkshire,S70 6LA,S70,0,0,44.99,0,25.48,0,0,0,0,0,0,2,Female,Unknown,14.09,0,4.25,-18.91
156,Zero,55-60,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1958,Anglia,CB6 1HT,CB6,134.22,70.98,54.96,84.94,84.34,19.47,0,17.99,0,0,0,2,Female,East Anglia,85.89,6.24,34.46,129.1
157,Zero,26-30,Single/Never Married,Student,Unknown,Rent Privately,"<15,000, >=12,500",No,No,1968,Carlton,NW8 9PY,NW8,0,0,0,0,0,0,0,0,0,0,0,2,Female,South East,0,0,0,2.19
158,1,45-50,Partner,Professional,Other,Own Home,">=35,000",No,No,1988,Yorkshire,WF7 7DW,WF7,0,44.99,0,53.99,24.99,0,0,0,0,0,0,2,Male,Unknown,24.79,0,13.16,28.18
159,2,36-40,Partner,Professional,Manual Worker,Own Home,">=35,000",No,Yes,1985,Carlton,CR5 3JD,CR5,0,0,0,0,0,14.99,0,46.96,0,0,0,2,Female,South East,0,10.33,10.33,97.36
160,2,31-35,Single/Never Married,Manual Worker,Housewife,Own Home,"<27,500, >=25,000",No,No,1996,Meridian,M23 3LR,M23,0,0,0,0,0,0,12.99,0,3,0,0,2,Male,North West,0,2.67,2.67,-28.58
161,2,36-40,Single/Never Married,Housewife,Manual Worker,Rent from Council/HA,">=35,000",No,No,1996,Carlton,L13 7BU,L13,0,0,0,0,0,20.44,17,155.84,0,0,0,2,Female,North West,0,32.21,32.21,62.72
162,3,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1989,Yorkshire,LS26 0BX,LS26,0,0,0,0,0,0,58.46,0,0,0,0,2,Female,Unknown,0,9.74,9.74,4.7
163,Zero,51-55,Partner,Secretarial/Admin,Business Manager,Own Home,"<27,500, >=25,000",No,No,1979,Unknown,NP18 3DU,NP18,0,25.47,39.49,89.4,0,113.49,42.45,49.46,20.93,0,0,2,Female,Unknown,30.87,37.72,52.62,180.47
164,1,41-45,Partner,Housewife,Unknown,Own Home,">=35,000",No,No,1978,Central,ST15 0JY,ST15,0,139.98,29.98,13.99,0,8.98,88.94,33.98,19.49,0,0,2,Female,West Midlands,36.79,25.23,27.56,119.68
165,Zero,71+,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1961,Yorkshire,HU7 4UG,HU7,99.45,53.46,159.42,118.37,59.48,39.97,0,36.95,1,0,0,2,Female,Unknown,98.04,12.99,42.63,102.8
166,Zero,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1996,Carlton,RM15 5HW,RM15,0,0,18.98,0,0,0,0,0,0,0,0,2,Female,South East,3.8,0,0,45.88
167,Zero,65-70,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,No,1968,Meridian,SO31 9GH,SO31,24.47,0,0,13.97,32.49,0,0,0,0,0,0,2,Female,South East,14.19,0,7.74,-7.76
168,2,36-40,Partner,Professional,Housewife,Own Home,"<30,000, >=27,500",No,No,1992,Carlton,HP10 8BQ,HP10,0,0,0,0,0,0,13.49,0,0,24.19,0,2,Male,South East,0,6.28,2.25,-57.04
170,Zero,61-65,Partner,Retired,Retired,Own Home,"<20,000, >=17,500",No,Yes,1992,Central,LE7 2ZR,LE7,0,0,0,22.99,0,54.94,0,75.89,0,0,0,2,Female,East Midlands,4.6,21.81,25.64,58.61
171,2,31-35,Single/Never Married,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1986,Central,B65 0EZ,B65,18.48,0.54,71.97,68.34,40.95,2.48,20.27,74.9,4.48,10.96,31.96,2,Female,West Midlands,40.06,24.18,35.24,93.04
172,1,41-45,Partner,Manual Worker,Housewife,Own Home,"<22,500, >=20,000",No,No,1998,HTV,SA6 5RH,SA6,9.99,189.45,105.45,391.3,27.96,130.79,15.49,183.33,6.98,29.18,49.91,1,Male,Wales,144.83,69.28,125.98,326.6
173,3,41-45,Partner,Professional,Other,Own Home,">=35,000",No,No,1995,Carlton,M3 3LF,M3,0,15.48,24.47,40.96,32.46,34.98,44.96,27.48,0,0,0,2,Male,North West,22.67,17.9,30.14,8.85
174,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1987,Meridian,M31 1BJ,M31,0,25.98,19.99,83.45,0,24.98,0,44.99,0,0,169.45,1,Female,North West,25.88,39.9,25.57,122.2
175,2,31-35,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1993,Yorkshire,HX3 7NZ,HX3,0,0,34.99,15.99,59.96,0,0,89.44,0,0,0,2,Female,Unknown,22.19,14.91,27.57,84.72
176,Zero,61-65,Divorced/Separated,Unknown,Unknown,Own Home,"<12,500, >=10,000",No,No,1984,TV South West,DT2 8NG,DT2,0,0,58.48,0,29.47,0,0,0,0,0,0,2,Female,South West,17.59,0,4.91,28.7
177,2,26-30,Partner,Unknown,Secretarial/Admin,Own Home,"<30,000, >=27,500",Yes,No,1995,Anglia,MK16 9DX,MK16,15.49,0,124.45,80.96,137.86,21.46,0,47.93,0,0,60.44,2,Male,South East,71.75,21.64,48.04,170.62
178,Zero,41-45,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<12,500, >=10,000",No,No,1973,Granada,LL19 8EU,LL19,0,42.98,0,86.46,0,85.44,0,19.99,0,0,14.99,2,Female,Wales,25.89,20.07,31.98,86.65
179,3,31-35,Partner,Housewife,Professional,Own Home,"<27,500, >=25,000",No,No,1991,Ulster,BT20 5RQ,BT20,0,24.99,49.48,102.43,39.95,21.97,23.98,21.98,0,0,0,2,Female,Northern Ireland,43.37,11.32,35.05,98.31
180,2,36-40,Partner,Professional,Professional,Rent Privately,">=35,000",No,No,1996,Granada,CW9 8FB,CW9,10.99,310.94,0,134.94,0,28.49,0,54.47,0,5.49,0,2,Female,North West,91.37,14.74,36.32,161.9
181,Zero,55-60,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1996,Granada,SK7 5HF,SK7,0,0,0,49.98,0,0,0,42.96,0,0,0,2,Female,North West,10,7.16,15.49,23.93
182,Zero,45-50,Widowed,Unknown,Unknown,Own Home,"<12,500, >=10,000",No,No,1993,Scottish TV,FK7 8PU,FK7,25.97,0,0,0,0,0,0,0,0,0,0,2,Female,Scotland,5.19,0,0,2.4
183,Zero,22-25,Single/Never Married,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1996,Anglia,PE32 1ST,PE32,113.45,0,94.45,0,33.97,0,0,44.97,7.99,0,239.88,1,Female,East Anglia,48.37,48.81,14.49,135.21
184,Zero,45-50,Partner,Manual Worker,Manual Worker,Own Home,"<20,000, >=17,500",No,Yes,1974,Yorkshire,S72 8EQ,S72,0,1.02,29.99,97.41,0,41.47,0,14.97,0,0,0,2,Female,Unknown,25.68,9.41,25.64,43.8
185,Zero,31-35,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1987,Carlton,AL4 8LT,AL4,0,19.99,0,53.47,0,34.99,37.97,53.46,0,0,0,2,Female,South East,14.69,21.07,29.98,42.56
186,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1958,Granada,BB10 1TS,BB10,0,19.99,20.98,39.98,56.96,57.94,0,33.95,0,0,27.97,2,Female,North West,27.58,19.98,31.47,34.79
187,Zero,51-55,Partner,Business Manager,Professional,Own Home,">=35,000",No,No,1986,Central,LE17 4XA,LE17,38.95,0,19.99,212.87,0,100.44,14.47,30.96,27.95,11.98,0,2,Female,East Midlands,54.36,30.97,64.45,164.88
188,2,31-35,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1995,Carlton,GU7 1YL,GU7,0,83.38,0,15.4,0,0,0,10.95,0,0,0,2,Female,South East,19.76,1.83,4.39,38.96
189,Zero,45-50,Partner,Business Manager,Secretarial/Admin,Own Home,">=35,000",No,No,1989,Carlton,TW12 3JX,TW12,0,0,34.48,33.98,21.47,29.46,45.96,9.98,0,0,0,2,Male,South East,17.99,14.23,23.48,36.82
190,1,45-50,Partner,Professional,Secretarial/Admin,Own Home,"<27,500, >=25,000",Yes,No,1990,Central,DE7 4LQ,DE7,0,0,0,0,0,11.99,0,0,0,0,215.93,1,Male,East Midlands,0,37.99,2,9.22
191,3,41-45,Divorced/Separated,Secretarial/Admin,Unknown,Own Home,"<12,500, >=10,000",No,No,1983,Central,B47 5LT,B47,0,64.99,0,109.93,0,0,130.4,102.93,0,0,0,2,Female,West Midlands,34.98,38.89,57.21,168.7
192,2,41-45,Partner,Housewife,Retired,Own Home,"<12,500, >=10,000",No,No,1983,Meridian,TN40 2RP,TN40,72.96,216.44,0,0,10.48,9.97,74.4,0,18.45,0,55.44,2,Female,South East,59.98,26.38,18.88,126.94
194,1,45-50,Partner,Professional,Professional,Own Home,">=35,000",No,No,1963,Yorkshire,WF9 3RB,WF9,0,34.99,47.98,150.93,0,35.97,77.94,50.95,11.48,0,11.48,2,Female,Unknown,46.78,31.3,54.55,170.36
195,3,36-40,Partner,Unknown,Manual Worker,Own Home,">=35,000",No,Yes,1981,Granada,SK7 6AP,SK7,0,0,0,62.98,0,52.94,0,122.37,0,0,55.45,2,Female,North West,12.6,38.46,39.72,96.3
196,1,61-65,Partner,Business Manager,Housewife,Own Home,">=35,000",No,No,1960,Central,B73 6PS,B73,177.96,11.99,54.97,162.43,19.99,18.98,21.98,70.94,0,0,0,1,Male,West Midlands,85.47,18.65,49.05,123.34
197,2,45-50,Partner,Professional,Housewife,Own Home,">=35,000",No,No,1975,Yorkshire,YO61 1SN,YO61,21.45,1.04,13.98,4.43,0,0,58,0,0,0,0,2,Male,Unknown,8.18,9.67,10.41,-24.98
198,Zero,36-40,Partner,Manual Worker,Manual Worker,Own Home,">=35,000",No,No,1995,Anglia,CB9 8QG,CB9,0,15.99,20,105.42,4.99,69.97,0,114.9,0,0,0,2,Male,East Anglia,29.28,30.81,49.21,186.2
199,Zero,41-45,Partner,Manual Worker,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1970,Granada,PR1 5TH,PR1,0,223.38,0,85.94,10,44.94,30.47,25.98,10.09,23.45,0,2,Female,North West,63.86,22.49,34.57,123.05
200,Zero,61-65,Widowed,Retired,Unknown,Own Home,"< 4,000",No,No,1996,Meridian,BH15 4PU,BH15,0,53.96,0,0,12.99,9.48,0,9.99,14.99,2.49,0,2,Female,South West,13.39,6.16,7.91,77.64
201,Zero,31-35,Single/Never Married,Professional,Unknown,Own Home,"<22,500, >=20,000",No,No,1991,Carlton,L17 0EL,L17,0,0,0,34.49,0,58.89,0,27.99,0,8.49,0,2,Female,North West,6.9,15.9,20.23,24.26
202,Zero,45-50,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1975,HTV,LL32 8LF,LL32,36.48,127.36,0.51,91.13,0.01,16.97,36.53,89.89,10.49,0,86.96,2,Female,Wales,51.1,40.14,40.84,111.58
204,1,41-45,Partner,Secretarial/Admin,Business Manager,Own Home,"<22,500, >=20,000",No,No,1984,Central,CV10 0BT,CV10,34.47,49.99,60.97,89.95,7.49,61.44,38.95,120.41,2,0,0,2,Female,West Midlands,48.57,37.13,53.37,159.22
205,Zero,45-50,Partner,Professional,Business Manager,Own Home,">=35,000",Yes,Yes,1974,Meridian,RG24 7JW,RG24,19.47,34.49,29.99,27.98,6.93,66.92,74.39,51.91,19.96,10.98,0,2,Female,South East,23.77,37.36,41.35,23.85
206,Zero,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1995,Scottish TV,PA19 1HJ,PA19,39.48,0,0,0,9.48,0,73.9,23.98,1.99,0,0,2,Female,Scotland,9.79,16.65,18.23,27.68
207,Zero,26-30,Single/Never Married,Professional,Professional,Own Home,">=35,000",No,No,1997,Carlton,SL4 1HQ,SL4,0,0,0,0,0,0,0,41.96,0,0,0,2,Male,South East,0,6.99,6.99,46.91
208,1,36-40,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1993,Meridian,ME13 8EE,ME13,0,0,0,0,0,0,22.97,0,0,0,0,2,Female,South East,0,3.83,3.83,3.93
209,Zero,51-55,Partner,Secretarial/Admin,Unknown,Own Home,"<27,500, >=25,000",No,Yes,1984,Central,PE10 0AL,PE10,17.99,73.93,14.99,240.82,0,161.79,48.45,124.43,0,0,13.98,2,Female,East Midlands,69.55,58.11,95.92,211.37
211,Zero,36-40,Single/Never Married,Professional,Unknown,Own Home,">=35,000",No,No,1986,Meridian,M2 4JT,M2,22.48,48.98,0,75.43,69.91,127.91,61.97,11.48,0,2.24,0,2,Male,North West,43.36,33.93,57.78,87.75
212,Zero,71+,Widowed,Housewife,Unknown,Own Home,"<17,500, >=15,000",No,No,0,Meridian,BN21 4DX,BN21,0,0,0,0,0,0,0,0,11.99,10.49,0,2,Female,South East,0,3.75,2,3.08
213,Zero,26-30,Partner,Secretarial/Admin,Unknown,Own Home,">=35,000",No,No,1997,Carlton,PR15 1QA,PR15,9.99,0,0,129.93,18.97,17.97,0,34.45,0,12.45,24.46,2,Female,North West,31.78,14.89,33.55,32.35
214,Zero,41-45,Partner,Professional,Professional,Own Home,"<20,000, >=17,500",No,No,1988,Central,WS15 2XA,WS15,0,0.01,0,23,0,14.49,0,9.47,0,0,0,2,Female,West Midlands,4.6,3.99,7.83,52.9
215,Zero,65-70,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1967,Tyne Tees,TS19 7AR,TS19,0,18,0,0,0,0,0,37.47,9.99,0,0,2,Male,North,3.6,7.91,7.91,61.12
216,1,36-40,Partner,Other,Manual Worker,Rent from Council/HA,"<12,500, >=10,000",No,Yes,1985,HTV,BA21 5RT,BA21,0,0,0,92.96,0,24.99,11.99,14.98,0,0,195.95,1,Female,South West,18.59,41.32,24.15,82.64
217,Zero,51-55,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1995,Yorkshire,LS29 8TD,LS29,13.47,204.43,85.44,167.37,187.38,40.96,0,282.23,0,0,0,2,Female,Unknown,131.62,53.87,112.99,288.44
218,Zero,65-70,Partner,Retired,Retired,Own Home,"<27,500, >=25,000",No,No,1965,Granada,WN6 0TY,WN6,0,0,19.49,0,0,0,0,0,0,0,0,2,Female,North West,3.9,0,0,2.3
219,Zero,55-60,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1982,Central,NG23 5QQ,NG23,152.93,70.46,48.97,139.94,20.95,106.94,0,166.82,0,0,0,1,Female,East Midlands,86.65,45.63,72.44,287.65
220,Zero,71+,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1986,Unknown,NP19 7HH,NP19,0,134.42,0,331.8,0,89.87,0,266.19,1,18.45,131.91,1,Male,Unknown,93.24,84.57,114.81,270.91
221,Zero,55-60,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<27,500, >=25,000",No,No,1988,Carlton,SM3 8JG,SM3,27.98,0,0,0,7.5,0,0,0,0,0,0,2,Unknown,South East,7.1,0,1.25,55.28
222,2,55-60,Widowed,Secretarial/Admin,Unknown,Own Home,"<20,000, >=17,500",No,No,1997,TV South West,TQ14 8NQ,TQ14,44.98,84.48,108.97,227.38,42.49,72.97,153.87,70.95,8.48,34.98,0,2,Female,South West,101.66,56.88,96.02,238.48
223,Zero,26-30,Single/Never Married,Professional,Unknown,Own Home,"<25,000, >=22,500",No,No,1998,Ulster,BT71 6UB,BT71,0,0,0,48.48,0,34.99,0,23.98,0,0,0,2,Female,Northern Ireland,9.7,9.83,17.91,77.14
224,2,31-35,Partner,Professional,Professional,Own Home,">=35,000",No,No,1994,Meridian,RG42 4UR,RG42,0,60.98,0,0,0,0,0,0,0,0,0,2,Male,South East,12.2,0,0,45.5
225,Zero,Unknown,Partner,Professional,Unknown,Own Home,Unknown,No,No,0,Central,WS15 4RS,WS15,15.49,19.48,24.99,1.03,9.49,7.99,0,0,0,1.99,7.99,2,Female,West Midlands,14.1,3,3.09,36.28
226,1,45-50,Single/Never Married,Secretarial/Admin,Professional,Live in Parental Hom,"<20,000, >=17,500",No,No,1974,Carlton,PR9 7HU,PR9,0,0,0,0,0,62.97,0,87.9,0,0,0,2,Female,North West,0,25.15,25.15,47.91
227,1,41-45,Partner,Secretarial/Admin,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1990,Granada,BB12 6BE,BB12,28.98,0,0,0,4.99,27.46,0,44.46,25.48,13.46,0,2,Female,North West,6.79,18.48,17.07,67.84
228,Zero,55-60,Widowed,Retired,Unknown,Own Home,"<15,000, >=12,500",No,Yes,1969,HTV,SA48 7EU,SA48,0,80.97,0,96.45,0,0,0,72.44,0,0,0,2,Female,Wales,35.48,12.07,28.15,107.13
229,Zero,22-25,Single/Never Married,Professional,Manual Worker,Own Home,">=35,000",No,No,1995,Granada,BL9 0RS,BL9,0,19.99,54.97,220.89,0,117.96,49.97,128.91,47.97,9.48,7.99,2,Female,North West,59.17,60.38,94.28,233.88
230,Zero,61-65,Partner,Manual Worker,Unknown,Own Home,"<20,000, >=17,500",Yes,No,1976,Central,DY1 4AU,DY1,0,0,0,0,5.99,0,0,39.48,0,0,0,2,Male,West Midlands,1.2,6.58,7.58,5.49
232,Zero,22-25,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1995,Central,WS14 9XT,WS14,0,0,0,0,29.47,0,0,0,0,0,0,2,Female,West Midlands,5.89,0,4.91,73.73
233,1,36-40,Partner,Other,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1982,Anglia,NR15 1PZ,NR15,176.45,0,44.48,0,0,0,19.99,0,0,0,0,1,Female,East Anglia,44.19,3.33,3.33,20.67
234,1,51-55,Partner,Housewife,Retired,Own Home,"<17,500, >=15,000",No,No,1994,Granada,LA13 9JD,LA13,49.48,29.99,79.97,200.87,107.89,35.95,0,53.96,19.02,9.95,165.97,1,Female,North,93.64,47.48,69.62,227.57
236,2,36-40,Partner,Manual Worker,Manual Worker,Own Home,"<30,000, >=27,500",No,Yes,1990,HTV,CF82 8DN,CF82,0,0,80.47,0,55.98,0,0,0,0,0,0,2,Female,Wales,27.29,0,9.33,67.69
239,Zero,45-50,Single/Never Married,Secretarial/Admin,Professional,Own Home,"<15,000, >=12,500",No,Yes,1992,Central,NG14 5GF,NG14,31.98,45.98,0,142.45,39.98,49.93,10.99,13.99,24.48,8.2,57.96,2,Female,East Midlands,52.08,27.59,46.97,98
240,Zero,45-50,Single/Never Married,Professional,Professional,Own Home,"<30,000, >=27,500",No,Yes,1976,Carlton,SS17 7EN,SS17,0,0,17.99,0,0,0,0,0,0,0,0,2,Female,South East,3.6,0,0,23.38
241,Zero,61-65,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1962,Tyne Tees,TS5 5AW,TS5,34.49,125.46,54.98,0.01,0,0,0,0,29.48,9.17,0,2,Female,North,42.99,6.44,4.92,45.23
243,2,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1985,Central,DY5 2PY,DY5,6.49,27.99,0,139.42,25.97,41.46,9.49,117.87,73.62,18.46,29.98,1,Female,West Midlands,39.97,48.48,67.97,138.93
244,Zero,26-30,Partner,Professional,Secretarial/Admin,Own Home,"<27,500, >=25,000",No,Yes,1988,Anglia,PE1 4AH,PE1,31.97,17.99,0,171.89,9.49,24.96,0,5.49,0,0,0,2,Male,East Anglia,46.27,5.08,35.31,114.85
245,Zero,41-45,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1996,Central,GL2 8JJ,GL2,24.98,34.98,0.51,19.99,20.47,14.99,5.49,0,7.48,0,19.47,2,Male,South West,20.19,7.91,11.4,29.23
246,Zero,31-35,Single/Never Married,Professional,Unknown,Own Home,"<27,500, >=25,000",No,No,1995,Unknown,CF14 6EP,CF14,59.99,11.99,60.48,29.99,41.96,66.88,0,82.92,6.99,0,179.88,1,Female,Unknown,40.88,56.11,38.12,61.74
247,Zero,61-65,Widowed,Retired,Unknown,Own Home,"< 4,000",No,No,1968,Scottish TV,ML5 5RB,ML5,0,0,0,29.99,9.98,0,0,0,9.99,0,0,2,Female,Scotland,7.99,1.67,8.33,33.66
248,Zero,55-60,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1956,Carlton,TW20 8BL,TW20,27.98,0,35.48,0,0,0,0,0,0,0,0,2,Female,South East,12.69,0,0,28.03
249,Zero,61-65,Widowed,Retired,Unknown,Own Home,"< 4,000",No,No,1967,Granada,LA4 5XD,LA4,152.96,25.99,0,27.99,0,60.92,0,27.98,0,20.98,0,2,Female,North West,41.39,18.31,19.48,110.1
250,2,26-30,Single/Never Married,Housewife,Business Manager,Own Home,"<27,500, >=25,000",No,No,1996,Central,LE9 4JB,LE9,74.45,0.01,178.93,89.96,55.48,50.95,0,11.99,0,0,64.48,2,Female,East Midlands,79.77,21.24,34.73,151.82
